Date,SWE (in),Snow Depth (in),Precipitation (in),Air Temp (degF),Air Temp Max (degF),Air Temp Min (degF),Air Temp Avg (degF)
3/10/91,18.1,,16.1,22,31,19,25
3/11/91,18.7,,16.5,23,30,11,20
3/12/91,19.6,,16.8,6,44,1,18
3/13/91,19.6,,16.8,0,46,-4,20
3/14/91,19.6,,16.8,13,34,9,18
3/15/91,19.7,,16.9,11,36,9,18
3/16/91,19.8,,17,13,42,0,19
3/17/91,19.9,,17.1,-3,49,-5,17
3/18/91,19.9,,17.1,7,53,5,26
3/19/91,19.8,,17.1,16,40,12,23
3/20/91,20.7,,17.6,14,39,6,20
3/21/91,20.8,,17.7,14,31,4,16
3/22/91,21.3,,18,11,39,6,19
3/23/91,21.4,,18.1,2,46,1,22
3/24/91,21.4,,18.2,18,48,17,31
3/25/91,21.4,,18.2,26,36,21,28
3/26/91,21.8,,18.4,21,33,13,20
3/27/91,23.7,,19,7,40,-3,14
3/28/91,23.7,,19.1,-7,40,-8,13
3/29/91,23.8,,19.1,1,37,-1,15
3/30/91,23.8,,19.2,-2,49,-5,20
3/31/91,23.8,,19.2,-1,55,-1,27
4/1/91,23.8,,19.3,10,52,8,28
4/2/91,24.3,,19.5,19,46,14,28
4/3/91,24.1,,19.5,13,51,13,28
4/4/91,23.8,,19.5,11,58,9,32
4/5/91,23.5,,19.5,16,59,15,35
4/6/91,23,,19.5,19,59,15,35
4/7/91,22.2,,19.5,28,45,25,34
4/8/91,22.2,,19.5,24,35,9,23
4/9/91,22.1,,19.5,4,46,3,25
4/10/91,22,,19.5,24,35,18,27
4/11/91,21.9,,19.5,13,27,11,18
4/12/91,21.9,,19.5,11,28,-1,13
4/13/91,21.9,,19.6,-7,32,-8,10
4/14/91,22.3,,19.9,-1,49,-2,20
4/15/91,22.7,,20,8,49,8,29
4/16/91,22.7,,20,28,49,26,36
4/17/91,22.7,,20,26,48,23,34
4/18/91,22.7,,20,25,44,13,30
4/19/91,22,,20,7,46,6,28
4/20/91,21.8,,20,28,50,26,37
4/21/91,20.7,,20,29,43,16,31
4/22/91,20.3,,20,13,47,11,28
4/23/91,19.7,,20,16,46,14,25
4/24/91,19.1,,20.1,22,50,16,32
4/25/91,18.7,,20.2,30,39,19,30
4/26/91,18.5,,20.2,16,30,13,20
4/27/91,18.3,,20.2,7,33,7,18
4/28/91,18.3,,20.5,2,37,1,19
4/29/91,18.4,,20.5,11,45,5,22
4/30/91,18.6,,20.7,12,49,8,26
5/1/91,18.6,,20.7,15,48,13,33
5/2/91,18.8,,20.8,33,41,21,33
5/3/91,19.3,,20.8,20,38,18,27
5/4/91,18.9,,20.8,14,43,13,26
5/5/91,18.5,,20.8,13,50,10,29
5/6/91,16.6,,20.8,19,48,18,33
5/7/91,15.5,,20.9,26,52,23,36
5/8/91,14.7,,20.9,23,58,21,40
5/9/91,12.5,,21,37,49,37,43
5/10/91,10.5,,21,33,51,32,43
5/11/91,9,,21,35,49,25,37
5/12/91,8,,21,20,48,19,32
5/13/91,6.5,,21,19,56,18,38
5/14/91,4.9,,21,32,52,26,39
5/15/91,3.3,,21,26,41,22,31
5/16/91,3,,21.2,28,52,26,37
5/17/91,1.6,,21.2,25,55,24,41
5/18/91,0.1,,21.2,38,61,35,48
5/19/91,0,,21.2,40,60,36,48
5/20/91,0,,21.3,41,49,32,40
5/21/91,0,,21.8,31,52,30,36
5/22/91,0,,22.1,27,54,26,38
5/23/91,0,,22.2,27,49,25,35
5/24/91,0,,22.3,29,52,26,36
5/25/91,0,,22.3,26,56,25,38
5/26/91,0,,22.4,29,58,28,42
5/27/91,0,,22.4,31,58,30,44
5/28/91,0,,22.4,34,56,26,41
5/29/91,0,,22.5,23,58,22,40
5/30/91,0,,22.5,27,56,27,42
5/31/91,0,,22.5,38,53,30,42
6/1/91,0,,22.5,30,51,26,36
6/2/91,0,,22.6,24,44,23,32
6/3/91,0,,22.9,25,42,24,34
6/4/91,0,,23,33,58,31,43
6/5/91,0,,23,32,60,29,43
6/6/91,0,,23.1,31,59,29,41
6/7/91,0,,23.1,27,60,26,44
6/8/91,0,,23.1,28,66,27,46
6/9/91,0,,23.1,30,65,29,45
6/10/91,0,,23.2,30,63,28,42
6/11/91,0,,23.2,31,64,30,45
6/12/91,0,,23.2,32,41,31,34
6/13/91,0,,23.2,34,54,30,42
6/14/91,0,,23.4,38,49,35,41
6/15/91,0,,23.4,35,61,32,44
6/16/91,0,,23.4,32,61,31,45
6/17/91,0,,23.6,30,67,29,48
6/18/91,0,,23.6,33,69,32,49
6/19/91,0,,23.6,40,63,39,49
6/20/91,0,,23.6,33,66,31,48
6/21/91,0,,23.6,28,67,26,47
6/22/91,0,,23.6,32,65,29,47
6/23/91,0,,23.6,28,67,27,48
6/24/91,0,,23.6,44,67,37,53
6/25/91,0,,23.6,45,65,42,54
6/26/91,0,,23.6,47,61,46,52
6/27/91,0,,23.6,44,50,41,44
6/28/91,0,,23.6,46,67,44,54
6/29/91,0,,23.6,49,67,43,52
6/30/91,0,,23.6,43,67,33,51
7/1/91,0,,23.6,30,74,27,50
7/2/91,0,,23.6,34,72,32,52
7/3/91,0,,23.6,34,73,33,52
7/4/91,0,,23.6,33,71,33,52
7/5/91,0,,23.6,35,76,34,54
7/6/91,0,,23.6,36,75,35,53
7/7/91,0,,23.6,38,72,37,54
7/8/91,0,,23.6,47,65,39,49
7/9/91,0,,24,42,64,33,47
7/10/91,0,,24.2,33,64,33,44
7/11/91,0,,24.5,33,65,32,46
7/12/91,0,,24.5,43,65,38,51
7/13/91,0,,24.5,34,70,33,49
7/14/91,0,,24.5,34,70,34,47
7/15/91,0,,24.5,35,73,34,50
7/16/91,0,,24.6,42,72,36,51
7/17/91,0,,24.8,69,69,36,51
7/18/91,0,,24.9,42,68,38,50
7/19/91,0,,24.9,37,68,35,48
7/20/91,0,,25.1,36,64,35,48
7/21/91,0,,25.2,44,45,42,43
7/22/91,0,,25.3,41,63,36,47
7/23/91,0,,25.3,34,66,34,48
7/24/91,0,,25.3,36,63,36,47
7/25/91,0,,25.4,34,63,33,45
7/26/91,0,,25.4,49,62,34,46
7/27/91,0,,25.4,31,69,30,48
7/28/91,0,,25.4,34,72,33,51
7/29/91,0,,25.5,36,68,34,48
7/30/91,0,,25.5,33,71,32,48
7/31/91,0,,25.5,37,70,35,51
8/1/91,0,,25.5,43,63,39,50
8/2/91,0,,25.7,45,65,39,50
8/3/91,0,,25.7,38,60,37,47
8/4/91,0,,26.1,40,65,37,49
8/5/91,0,,26.1,38,65,37,49
8/6/91,0,,26.4,41,59,35,46
8/7/91,0,,26.5,33,62,32,47
8/8/91,0,,26.5,30,70,29,47
8/9/91,0,,26.6,36,67,34,46
8/10/91,0,,26.7,34,66,32,44
8/11/91,0,,26.8,36,66,34,47
8/12/91,0,,26.9,41,65,40,49
8/13/91,0,,26.9,38,69,35,50
8/14/91,0,,26.9,37,72,35,51
8/15/91,0,,26.9,39,69,39,51
8/16/91,0,,27,39,70,37,52
8/17/91,0,,27,34,74,32,51
8/18/91,0,,27,44,64,36,47
8/19/91,0,,27.4,41,65,38,49
8/20/91,0,,27.4,39,69,36,50
8/21/91,0,,27.4,33,73,32,50
8/22/91,0,,27.4,37,72,34,50
8/23/91,0,,27.5,37,70,33,47
8/24/91,0,,27.5,34,68,33,47
8/25/91,0,,27.5,38,71,35,47
8/26/91,0,,27.5,35,70,34,49
8/27/91,0,,27.5,35,69,34,50
8/28/91,0,,27.5,42,61,35,45
8/29/91,0,,27.6,32,71,32,48
8/30/91,0,,27.6,35,68,34,46
8/31/91,0,,27.8,43,67,35,47
9/1/91,0,,27.8,43,67,34,48
9/2/91,0,,27.8,35,67,34,47
9/3/91,0,,27.8,34,70,32,49
9/4/91,0,,28.2,64,68,40,47
9/5/91,0,,28.4,39,61,38,45
9/6/91,0,,28.4,42,59,40,45
9/7/91,0,,28.7,40,44,34,40
9/8/91,0,,29.5,38,55,31,42
9/9/91,0,,29.5,28,60,27,45
9/10/91,0,,29.5,40,55,35,42
9/11/91,0,,30,41,59,36,43
9/12/91,0,,30.2,36,54,32,40
9/13/91,0,,30.4,32,52,28,35
9/14/91,0,,30.4,26,57,26,38
9/15/91,0,,30.4,32,56,23,39
9/16/91,0,,30.4,21,61,19,37
9/17/91,0,,30.4,24,67,23,41
9/18/91,0,,30.5,28,66,27,44
9/19/91,0,,30.6,30,63,27,40
9/20/91,0,,30.6,28,58,27,37
9/21/91,0,,30.6,27,64,26,43
9/22/91,0,,30.6,30,68,28,44
9/23/91,0,,30.6,32,64,25,42
9/24/91,0,,30.6,26,70,24,44
9/25/91,0,,30.6,28,70,26,45
9/26/91,0,,30.7,29,65,28,43
9/27/91,0,,30.7,29,65,26,42
9/28/91,0,,30.7,36,57,29,40
9/29/91,0,,30.7,33,60,27,37
9/30/91,0,,30.7,26,58,26,37
10/1/91,0,,0,25,66,24,41
10/2/91,0,,0,35,67,29,44
10/3/91,0,,0,28,64,28,44
10/4/91,0,,0,31,54,24,38
10/5/91,0,,0,24,58,21,35
10/6/91,0,,0,20,66,19,37
10/7/91,0,,0,23,64,22,38
10/8/91,0,,0,26,62,26,40
10/9/91,0,,0,26,65,24,40
10/10/91,0,,0,26,68,24,42
10/11/91,0,,0,26,69,24,42
10/12/91,0,,0,26,61,25,40
10/13/91,0,,0,30,59,26,40
10/14/91,0,,0,35,64,32,44
10/15/91,0,,0,28,69,25,42
10/16/91,0,,0,25,66,23,40
10/17/91,0,,0.1,38,66,29,44
10/18/91,0,,0.1,31,37,29,31
10/19/91,0,,0.1,25,61,23,38
10/20/91,0,,0.1,23,53,23,35
10/21/91,0,,0.1,32,53,27,37
10/22/91,0,,0.1,30,48,25,35
10/23/91,0,,0.1,31,39,30,33
10/24/91,0,,0.3,30,38,26,30
10/25/91,0.1,,0.6,27,35,25,28
10/26/91,0,,0.7,20,48,15,31
10/27/91,0,,0.7,28,38,21,29
10/28/91,0.3,,1.1,18,32,-1,14
10/29/91,0.3,,1.3,8,19,4,13
10/30/91,0.8,,1.8,16,29,11,18
10/31/91,1,,2,10,38,7,19
11/1/91,1,,2,8,39,6,20
11/2/91,1.2,,2.2,19,31,-12,12
11/3/91,1.2,,2.4,-12,46,-12,12
11/4/91,1.3,,2.4,8,52,7,24
11/5/91,1.3,,2.5,26,58,21,33
11/6/91,1.3,,2.5,28,51,25,36
11/7/91,1.3,,2.5,34,53,13,33
11/8/91,1.2,,2.5,13,56,12,30
11/9/91,1.3,,2.6,31,51,27,36
11/10/91,1.3,,2.6,29,38,27,31
11/11/91,1.4,,2.7,22,51,11,29
11/12/91,1.4,,2.7,8,55,7,26
11/13/91,2.3,,2.7,11,52,10,27
11/14/91,2.6,,2.8,26,38,23,29
11/15/91,2.9,,3.5,26,34,24,27
11/16/91,3.8,,4.7,23,36,16,24
11/17/91,3.8,,4.8,15,46,10,24
11/18/91,3.8,,5.1,21,32,12,20
11/19/91,4.1,,5.5,11,34,-1,13
11/20/91,4.1,,5.5,18,54,3,26
11/21/91,4.2,,5.6,26,41,13,27
11/22/91,4.1,,5.6,7,22,-5,7
11/23/91,4.1,,5.6,-11,33,-11,7
11/24/91,4.1,,5.6,13,45,8,23
11/25/91,4.2,,5.7,17,45,14,24
11/26/91,4.2,,5.7,16,40,15,24
11/27/91,4.2,,5.7,22,42,15,27
11/28/91,4.2,,5.7,19,38,18,23
11/29/91,4.3,,5.8,11,26,7,14
11/30/91,4.5,,6.1,9,24,0,12
12/1/91,4.7,,6.2,9,27,-9,9
12/2/91,4.7,,6.3,-4,19,-7,7
12/3/91,4.8,,6.4,5,44,2,19
12/4/91,4.8,,6.5,5,55,4,22
12/5/91,4.8,,6.5,9,51,8,23
12/6/91,4.8,,6.5,8,56,8,22
12/7/91,4.7,,6.5,8,46,7,20
12/8/91,4.7,,6.5,13,45,6,21
12/9/91,4.7,,6.5,3,50,1,18
12/10/91,4.7,,6.6,8,42,6,22
12/11/91,4.8,,6.7,26,32,17,26
12/12/91,5.2,,7.1,10,41,0,15
12/13/91,5.2,,7.1,8,33,-5,13
12/14/91,5.2,,7.1,-3,46,-4,13
12/15/91,5.2,,7.1,3,51,3,18
12/16/91,5.2,,7.1,5,55,5,20
12/17/91,5.2,,7.2,11,39,8,18
12/18/91,5.2,,7.2,15,35,9,22
12/19/91,5.6,,7.5,20,30,3,18
12/20/91,5.6,,7.7,3,43,2,14
12/21/91,5.6,,7.7,3,44,2,16
12/22/91,5.6,,7.7,12,33,1,15
12/23/91,5.6,,7.7,-1,39,-1,12
12/24/91,5.7,,7.7,1,44,0,14
12/25/91,5.9,,7.7,5,46,3,16
12/26/91,5.9,,7.7,18,40,0,13
12/27/91,5.9,,7.7,-1,44,-1,13
12/28/91,5.9,,7.7,0,40,-1,15
12/29/91,5.9,,7.7,15,32,-6,15
12/30/91,5.9,,7.7,-4,30,-5,12
12/31/91,5.9,,8,6,35,-9,6
1/1/92,5.9,,8,-2,35,-9,6
1/2/92,5.9,,8,12,47,-3,13
1/3/92,5.9,,8,-1,43,-2,19
1/4/92,6.1,,8.1,21,29,1,18
1/5/92,6.4,,8.3,-1,39,-3,14
1/6/92,6.4,,8.5,18,28,9,19
1/7/92,7.1,,9.2,8,27,1,10
1/8/92,7.1,,9.2,0,38,-5,9
1/9/92,7.1,,9.2,3,41,-2,13
1/10/92,7.1,,9.3,5,54,2,18
1/11/92,7.1,,9.3,5,54,5,20
1/12/92,7.2,,9.3,1,34,-5,9
1/13/92,7.2,,9.3,-5,29,-11,5
1/14/92,7.3,,9.3,6,30,-1,10
1/15/92,7.3,,9.3,5,31,-1,10
1/16/92,7.3,,9.3,6,46,2,17
1/17/92,7.3,,9.4,3,40,2,16
1/18/92,7.3,,9.4,-2,45,-4,12
1/19/92,7.3,,9.4,-4,46,-5,13
1/20/92,7.3,,9.4,2,47,1,16
1/21/92,7.5,,9.4,1,45,1,15
1/22/92,7.6,,9.4,0,33,-3,10
1/23/92,7.8,,9.4,-1,43,-1,17
1/24/92,8,,9.4,11,49,9,25
1/25/92,8.3,,9.5,6,56,3,20
1/26/92,8.4,,9.5,5,52,5,20
1/27/92,8.5,,9.5,7,47,6,20
1/28/92,8.6,,9.5,4,55,3,20
1/29/92,8.6,,9.5,6,55,4,22
1/30/92,8.8,,9.5,6,54,5,22
1/31/92,9,,9.5,8,55,5,23
2/1/92,9.1,,9.5,8,49,4,21
2/2/92,9.3,,9.5,11,43,7,22
2/3/92,9.3,,9.5,16,36,14,23
2/4/92,9.3,,9.5,9,37,4,18
2/5/92,9.3,,9.5,11,41,2,18
2/6/92,9.3,,9.5,2,48,-1,16
2/7/92,9.3,,9.5,1,39,-1,17
2/8/92,9.4,,9.6,13,40,8,18
2/9/92,9.5,,9.6,5,40,4,18
2/10/92,9.6,,9.6,7,36,7,19
2/11/92,9.7,,9.8,15,33,11,20
2/12/92,9.7,,10.1,18,39,10,22
2/13/92,9.8,,10.2,20,28,18,23
2/14/92,10.3,,11.2,18,41,9,21
2/15/92,10.4,,11.3,4,34,0,16
2/16/92,10.4,,11.3,17,27,9,17
2/17/92,10.4,,11.7,4,32,-5,10
2/18/92,10.2,,11.7,-6,42,-9,8
2/19/92,10,,11.7,-6,48,-6,15
2/20/92,10,,11.7,4,46,4,23
2/21/92,10,,11.8,17,46,4,23
2/22/92,9.9,,11.8,6,46,4,22
2/23/92,9.9,,11.8,14,38,-2,19
2/24/92,9.8,,11.8,-4,47,-5,18
2/25/92,9.8,,11.8,11,40,2,20
2/26/92,9.7,,11.8,-3,47,-3,18
2/27/92,9.7,,11.8,5,53,3,22
2/28/92,9.7,,11.8,7,57,5,25
2/29/92,9.7,,11.8,7,50,6,25
3/1/92,9.7,,11.9,11,48,10,27
3/2/92,9.7,,11.9,21,48,13,26
3/3/92,9.7,,12,24,43,20,27
3/4/92,9.9,,12.4,19,38,18,25
3/5/92,10.1,,12.6,21,44,17,26
3/6/92,10.1,,12.9,11,48,9,25
3/7/92,10.1,,13,18,49,14,29
3/8/92,10.4,,13.2,24,30,11,21
3/9/92,10.7,,13.3,13,38,-1,17
3/10/92,10.7,,13.3,-4,47,-5,18
3/11/92,10.8,,13.3,2,53,-1,20
3/12/92,10.8,,13.3,4,52,3,23
3/13/92,10.8,,13.4,6,54,5,25
3/14/92,10.9,,13.4,8,51,6,25
3/15/92,11.1,,13.4,10,48,9,27
3/16/92,11.1,,13.4,22,47,18,31
3/17/92,11.1,,13.4,24,43,11,27
3/18/92,11.1,,13.4,7,42,3,19
3/19/92,11.6,,13.4,12,43,3,18
3/20/92,11.7,,13.4,3,46,-3,21
3/21/92,11.8,,13.5,20,38,19,26
3/22/92,12.3,,14.1,18,38,16,26
3/23/92,12.7,,14.2,20,33,8,22
3/24/92,13.1,,14.5,12,52,8,26
3/25/92,13.1,,14.5,2,51,0,24
3/26/92,12.9,,14.6,10,46,10,29
3/27/92,12.8,,14.7,29,40,23,29
3/28/92,13.3,,15.2,23,44,10,28
3/29/92,13.4,,15.3,6,48,6,25
3/30/92,13.6,,15.5,24,53,22,32
3/31/92,13.7,,15.7,19,50,15,29
4/1/92,13.9,,15.9,23,50,15,29
4/2/92,13.9,,15.9,12,51,10,28
4/3/92,13.9,,15.9,13,57,12,31
4/4/92,13.9,,15.9,13,56,12,32
4/5/92,13.8,,15.9,18,53,22,33
4/6/92,13.8,,15.9,24,53,21,36
4/7/92,13.7,,15.9,22,54,21,35
4/8/92,13.7,,15.9,26,58,23,37
4/9/92,13.2,,15.9,20,61,17,37
4/10/92,13,,15.9,30,59,25,40
4/11/92,13,,16,56,62,22,40
4/12/92,12,,16,27,57,26,40
4/13/92,11.3,,16,36,60,27,40
4/14/92,11.7,,16.5,32,52,22,35
4/15/92,11.9,,16.5,24,51,21,32
4/16/92,12.3,,16.8,18,54,18,32
4/17/92,12.3,,16.9,24,57,22,37
4/18/92,12.2,,17.1,35,42,15,29
4/19/92,12.2,,17.1,16,44,14,26
4/20/92,12.1,,17.1,19,46,16,28
4/21/92,11.9,,17.1,17,54,16,32
4/22/92,12,,17.2,30,48,22,31
4/23/92,12.3,,17.5,27,54,21,35
4/24/92,12,,17.5,21,62,18,38
4/25/92,11.6,,17.5,20,64,19,39
4/26/92,11.1,,17.5,22,64,22,40
4/27/92,10.5,,17.6,25,64,25,44
4/28/92,9.8,,17.6,35,71,30,47
4/29/92,9,,17.6,28,70,26,44
4/30/92,8.3,,17.6,34,64,31,45
5/1/92,7.3,,17.6,30,56,28,42
5/2/92,6.5,,17.6,26,61,25,41
5/3/92,5.8,,17.7,27,60,26,40
5/4/92,5.3,,17.7,26,63,24,40
5/5/92,4.5,,17.7,25,61,24,40
5/6/92,4.1,,17.7,36,55,31,40
5/7/92,3.4,,17.7,32,57,28,39
5/8/92,2.8,,17.7,28,56,27,38
5/9/92,2.3,,17.7,32,40,28,33
5/10/92,2.7,,18.4,26,47,21,32
5/11/92,2.5,,18.4,24,57,23,39
5/12/92,1.9,,18.5,31,56,30,42
5/13/92,1.3,,18.5,28,58,27,42
5/14/92,0.1,,18.5,26,61,25,42
5/15/92,0,,18.5,25,58,25,41
5/16/92,0,,18.5,27,61,26,43
5/17/92,0,,18.5,29,61,28,43
5/18/92,0,,18.5,28,62,28,40
5/19/92,0,,18.5,29,64,28,42
5/20/92,0.2,,18.7,38,45,33,38
5/21/92,0.2,,18.8,32,50,31,38
5/22/92,0,,18.9,29,58,28,41
5/23/92,0,,18.9,33,55,32,39
5/24/92,0,,19.4,32,51,31,36
5/25/92,0,,19.9,31,58,30,39
5/26/92,0,,20.4,33,57,32,41
5/27/92,0,,20.8,32,52,31,39
5/28/92,0,,20.8,29,52,27,37
5/29/92,0,,20.8,28,53,28,37
5/30/92,0,,20.8,31,49,27,36
5/31/92,0,,20.8,26,50,26,35
6/1/92,0,,22,25,59,22,38
6/2/92,0,,22,27,58,24,40
6/3/92,0,,22,28,58,28,42
6/4/92,0,,22,29,64,29,45
6/5/92,0,,22.1,37,58,32,42
6/6/92,0,,22.1,29,59,29,43
6/7/92,0,,22.1,37,58,31,42
6/8/92,0,,22.1,32,55,31,38
6/9/92,0,,22.2,31,58,29,41
6/10/92,0,,22.2,30,63,29,42
6/11/92,0,,22.2,36,61,32,46
6/12/92,0,,22.2,34,64,31,47
6/13/92,0,,22.2,35,62,35,47
6/14/92,0,,22.2,34,61,29,46
6/15/92,0,,22.2,33,55,30,42
6/16/92,0,,22.2,32,50,27,39
6/17/92,0,,22.2,25,62,24,43
6/18/92,0,,22.2,29,70,28,47
6/19/92,0,,22.3,32,45,30,33
6/20/92,0,,22.3,33,69,32,51
6/21/92,0,,22.3,33,69,32,49
6/22/92,0,,22.3,32,72,30,50
6/23/92,0,,22.3,33,70,32,51
6/24/92,0,,22.3,37,65,32,45
6/25/92,0,,22.4,31,62,31,46
6/26/92,0,,22.4,33,63,32,47
6/27/92,0,,22.4,32,60,29,45
6/28/92,0,,22.4,34,71,34,50
6/29/92,0,,22.4,35,67,33,50
6/30/92,0,,22.4,40,64,35,49
7/1/92,0,,22.4,38,59,34,46
7/2/92,0,,22.4,29,62,27,43
7/3/92,0,,22.4,27,67,26,47
7/4/92,0,,22.4,47,70,44,54
7/5/92,0,,22.4,43,74,39,54
7/6/92,0,,22.4,43,73,40,56
7/7/92,0,,22.4,47,65,40,51
7/8/92,0,,22.4,47,63,43,52
7/9/92,0,,22.4,46,69,38,54
7/10/92,0,,22.4,35,67,34,48
7/11/92,0,,22.5,43,59,40,47
7/12/92,0,,22.6,42,55,38,44
7/13/92,0,,23.2,38,57,32,43
7/14/92,0,,23.3,30,62,29,45
7/15/92,0,,23.4,33,65,32,43
7/16/92,0,,23.5,31,66,30,47
7/17/92,0,,23.5,33,68,32,50
7/18/92,0,,23.5,35,65,33,45
7/19/92,0,,23.7,33,67,32,44
7/20/92,0,,23.8,33,66,32,47
7/21/92,0,,23.8,45,67,41,53
7/22/92,0,,23.8,44,67,37,51
7/23/92,0,,24.2,43,62,38,47
7/24/92,0,,24.7,38,56,36,46
7/25/92,0,,25.7,40,60,40,47
7/26/92,0,,25.7,41,68,34,49
7/27/92,0,,25.7,32,67,31,49
7/28/92,0,,25.8,34,71,33,49
7/29/92,0,,25.8,40,67,36,50
7/30/92,0,,25.9,33,72,32,49
7/31/92,0,,25.9,36,70,34,50
8/1/92,0,,25.9,35,72,33,52
8/2/92,0,,26,36,74,35,54
8/3/92,0,,26,42,70,36,51
8/4/92,0,,26,43,70,41,51
8/5/92,0,,26,42,66,40,51
8/6/92,0,,26,44,58,42,47
8/7/92,0,,26.5,41,68,38,49
8/8/92,0,,26.5,37,64,36,47
8/9/92,0,,26.5,36,76,35,51
8/10/92,0,,26.8,43,69,39,51
8/11/92,0,,26.9,38,65,37,48
8/12/92,0,,27,36,69,34,49
8/13/92,0,,27,40,67,37,49
8/14/92,0,,27.1,34,71,34,51
8/15/92,0,,27.1,38,72,36,52
8/16/92,0,,27.1,39,68,39,51
8/17/92,0,,27.1,43,68,39,53
8/18/92,0,,27.1,35,70,34,49
8/19/92,0,,27.2,36,72,36,51
8/20/92,0,,27.2,34,74,32,53
8/21/92,0,,27.3,38,70,35,50
8/22/92,0,,27.4,44,54,42,45
8/23/92,0,,27.8,40,51,35,42
8/24/92,0,,28.2,34,50,28,35
8/25/92,0,,29.3,26,54,26,38
8/26/92,0,,29.5,32,57,27,40
8/27/92,0,,29.5,23,64,22,40
8/28/92,0,,29.5,24,66,24,43
8/29/92,0,,29.7,30,62,29,43
8/30/92,0,,29.7,32,61,29,42
8/31/92,0,,29.8,38,55,32,41
9/1/92,0,,29.9,33,54,31,39
9/2/92,0,,29.9,35,60,28,42
9/3/92,0,,29.9,30,64,28,45
9/4/92,0,,29.9,43,58,28,45
9/5/92,0,,29.9,26,60,24,41
9/6/92,0,,29.9,29,62,27,42
9/7/92,0,,29.9,33,63,31,46
9/8/92,0,,29.9,33,65,32,46
9/9/92,0,,29.9,40,70,31,49
9/10/92,0,,29.9,31,70,29,47
9/11/92,0,,29.9,32,68,30,47
9/12/92,0,,30,41,63,33,47
9/13/92,0,,30,40,61,36,48
9/14/92,0,,30,35,62,33,46
9/15/92,0,,30.3,39,60,35,44
9/16/92,0,,30.3,38,63,31,45
9/17/92,0,,30.3,30,62,29,42
9/18/92,0,,30.3,29,59,29,41
9/19/92,0,,30.8,34,53,32,38
9/20/92,0,,31,29,53,27,38
9/21/92,0,,31,30,61,29,42
9/22/92,0,,31,27,65,26,42
9/23/92,0,,31.1,29,68,28,46
9/24/92,0,,31.2,32,64,31,45
9/25/92,0,,31.3,45,55,24,42
9/26/92,0,,31.3,22,64,22,39
9/27/92,0,,31.3,24,64,24,40
9/28/92,0,,31.3,25,63,24,41
9/29/92,0,,31.3,37,64,28,43
9/30/92,0,,31.3,26,65,24,41
10/1/92,0,,0,27,68,26,43
10/2/92,0,,0,28,65,26,43
10/3/92,0,,0,29,61,28,43
10/4/92,0,,0,32,58,26,40
10/5/92,0,,0,23,61,22,38
10/6/92,0,,0,34,57,24,40
10/7/92,0,,0.2,21,38,15,25
10/8/92,0,,0.3,19,49,13,30
10/9/92,0,,0.3,33,57,24,37
10/10/92,0,,0.3,22,63,20,36
10/11/92,0,,0.3,22,63,22,38
10/12/92,0,,0.3,25,66,23,40
10/13/92,0,,0.3,25,61,25,39
10/14/92,0,,0.3,32,55,32,40
10/15/92,0,,0.3,34,56,27,40
10/16/92,0,,0.3,32,45,25,36
10/17/92,0,,0.3,25,57,24,38
10/18/92,0,,0.3,22,57,20,35
10/19/92,0,,0.3,31,58,25,38
10/20/92,0,,0.3,23,61,21,37
10/21/92,0,,0.3,27,51,26,36
10/22/92,0,,0.4,37,57,26,40
10/23/92,0,,0.4,25,58,24,37
10/24/92,0,,0.4,30,55,27,38
10/25/92,0,,0.5,32,33,30,32
10/26/92,0,,0.6,25,52,25,34
10/27/92,0,,0.6,22,51,20,34
10/28/92,0,,0.6,30,35,28,31
10/29/92,0.3,,0.9,28,39,27,30
10/30/92,0.6,,1.1,28,36,28,30
10/31/92,1.4,,1.9,28,39,15,26
11/1/92,1.8,,2.3,30,39,8,21
11/2/92,1.8,,2.3,22,29,14,22
11/3/92,2.9,,3.4,10,31,-4,13
11/4/92,2.9,,3.4,-10,34,-11,5
11/5/92,2.9,,3.4,4,31,-4,11
11/6/92,2.9,,3.4,-2,43,-4,13
11/7/92,2.9,,3.4,8,55,7,24
11/8/92,2.9,,3.4,19,44,14,26
11/9/92,3.1,,3.6,24,32,21,25
11/10/92,3.1,,3.6,20,30,19,24
11/11/92,3.4,,3.9,19,44,7,20
11/12/92,3.4,,3.9,8,46,5,20
11/13/92,3.5,,4,7,53,6,23
11/14/92,3.5,,4,13,63,13,28
11/15/92,3.5,,4,13,59,12,27
11/16/92,3.5,,4,11,53,10,25
11/17/92,3.5,,4,14,45,12,25
11/18/92,3.5,,4.1,12,39,7,19
11/19/92,3.6,,4.1,7,33,4,18
11/20/92,3.8,,4.4,17,27,10,18
11/21/92,3.8,,4.4,11,40,-1,13
11/22/92,3.8,,4.4,-1,40,-3,15
11/23/92,4,,4.6,15,29,-6,10
11/24/92,4,,4.6,-7,27,-13,0
11/25/92,4,,4.6,-13,29,-14,1
11/26/92,4,,4.6,-6,-1,-6,-5
11/27/92,4,,4.6,-4,3,-4,-3
11/28/92,4.2,,4.6,3,50,2,15
11/29/92,4.2,,4.7,9,33,-8,9
11/30/92,4.2,,4.7,-10,42,-11,12
12/1/92,4.6,,4.7,18,45,11,25
12/2/92,4.6,,4.8,22,38,14,25
12/3/92,4.3,,4.8,21,28,12,20
12/4/92,4.1,,4.8,13,30,12,20
12/5/92,4.4,,5.2,16,25,7,15
12/6/92,4.6,,5.3,-4,41,-6,8
